,Url,Price,Room,Surface,Bathroom,Floor
172,https://www.immobiliare.it/70370090-Vendita-Appartamento-via-Abetone-12-Roma.html,590000.0,6,164,2,2
173,https://www.immobiliare.it/70204834-Vendita-Monolocale-via-Anagni-Roma.html,149000.0,1,49,1,2
174,https://www.immobiliare.it/67601309-Vendita-Bilocale-via-della-Croce-Roma.html,740000.0,2,90,1,2
175,https://www.immobiliare.it/69117484-Vendita-Bilocale-via-Nuova-delle-Fornaci-20-Roma.html,390000.0,2,40,1,1
176,https://www.immobiliare.it/69944002-Vendita-Quadrilocale-via-del-Porto-Fluviale-Roma.html,880000.0,4,145,2,1
177,https://www.immobiliare.it/21929101-attici-in-vendita-Roma.html,630000.0,6,200,2,4
178,https://www.immobiliare.it/64914134-Vendita-Bilocale-via-Monte-Grimano-4-Roma.html,135000.0,2,45,1,2
179,https://www.immobiliare.it/69191924-Vendita-Bilocale-buono-stato-quarto-piano-Roma.html,159000.0,2,65,1,4
180,https://www.immobiliare.it/70140796-Vendita-Trilocale-via-Manfredo-Camperio-11-Roma.html,395000.0,3,107,1,1
181,https://www.immobiliare.it/68920885-Vendita-Monolocale-via-Vito-Sinisi-Roma.html,79000.0,1,30,1,1
182,https://www.immobiliare.it/62915704-Vendita-Bilocale-via-Felizzano-Roma.html,175000.0,2,56,1,1
183,https://www.immobiliare.it/69938956-Vendita-Quadrilocale-via-clemente-X-100-Roma.html,329000.0,4,115,2,4
184,https://www.immobiliare.it/64845202-Vendita-Quadrilocale-via-giustiniano-imperatore-Roma.html,299000.0,4,120,2,5
185,https://www.immobiliare.it/66984787-Vendita-Bilocale-via-dell-Impruneta-Roma.html,169000.0,2,74,1,5
186,https://www.immobiliare.it/67799187-Vendita-Appartamento-via-Cola-di-Rienzo-Roma.html,1350000.0,6,230,2,3
187,https://www.immobiliare.it/67335955-Vendita-Quadrilocale-via-via-LUDOVICO-DI-MONREALE-Roma.html,395000.0,4,105,1,3
188,https://www.immobiliare.it/43976330-Vendita-Trilocale-via-aldo-ballarin-7-Roma.html,319000.0,3,110,2,6
189,https://www.immobiliare.it/68909907-Vendita-Quadrilocale-viale-Cortina-d-Ampezzo-49-Roma.html,570000.0,4,140,2,3
190,https://www.immobiliare.it/67967043-Vendita-Bilocale-via-Nino-Taranto-Roma.html,168000.0,2,65,1,3
191,https://www.immobiliare.it/69329966-Vendita-Trilocale-via-Accademia-degli-Agiati-Roma.html,330000.0,3,100,1,1
192,https://www.immobiliare.it/69887878-Vendita-Trilocale-via-Anagnina-Roma.html,219000.0,3,84,1,3
193,https://www.immobiliare.it/70177178-Vendita-Quadrilocale-viale-Arrigo-Boito-126-Roma.html,520000.0,4,120,2,3
194,https://www.immobiliare.it/70414354-Vendita-Trilocale-via-Anneo-Lucano-Roma.html,310000.0,3,90,1,3
195,https://www.immobiliare.it/70387942-Vendita-Appartamento-vicolo-SAVELLI-11-Roma.html,950000.0,6,175,2,2
196,https://www.immobiliare.it/63751918-Vendita-Bilocale-via-Di-Vigna-Consorti-Roma.html,125000.0,2,60,1,2
197,https://www.immobiliare.it/70303842-Vendita-Quadrilocale-via-Vincenzo-Picardi-Roma.html,1050000.0,4,140,2,3
198,https://www.immobiliare.it/68825091-Vendita-Appartamento-via-IV-Novembre-Roma.html,1300000.0,6,170,2,3
199,https://www.immobiliare.it/69746136-Vendita-Trilocale-via-delle-Baleniere-186-Roma.html,185000.0,3,77,1,2
200,https://www.immobiliare.it/70132302-Vendita-Trilocale-largo-Pannonia-Roma.html,395000.0,3,96,1,3
201,https://www.immobiliare.it/69938858-Vendita-Bilocale-via-roberto-ago-2-Roma.html,259000.0,2,70,1,6
202,https://www.immobiliare.it/69873006-Vendita-Trilocale-viale-Spartaco-Roma.html,310000.0,3,91,1,1
203,https://www.immobiliare.it/70254322-Vendita-Appartamento-via-Principe-Amedeo-Roma.html,445000.0,6,130,3,3
204,https://www.immobiliare.it/70255198-Vendita-Trilocale-via-San-Girolamo-Emiliani-23-Roma.html,349000.0,3,115,2,1
205,https://www.immobiliare.it/70476600-Vendita-Trilocale-via-Olevano-Romano-Roma.html,195000.0,3,60,1,4
206,https://www.immobiliare.it/67380277-Vendita-Bilocale-Borgo-Pio-Roma.html,320000.0,2,45,1,1
207,https://www.immobiliare.it/70432816-Vendita-Trilocale-viale-dei-Colli-Portuensi-345-Roma.html,310000.0,3,90,1,1
